"","province_code","house_cat","year","month","n","median","mean","stand_dev","variance","IQR","q25","q75","median_scaled","date"
"284","banten","D",2017,2,412,6846590.90909091,7082000.72327057,2818284.61866835,7942728191822.62,3898809.52380952,5e+06,8898809.52380952,103.736225895317,Feb 2017
"285","banten","D",2017,3,362,7045454.54545455,7257242.50582285,2850366.07220311,8124586745566.56,4332372.6854585,5096040.18912529,9428412.8745838,106.749311294766,Mar 2017
"286","banten","D",2017,4,320,7500000,7815628.63061192,3079666.23680583,9484344130121.8,4455090.47307608,5772182.25419664,10227272.7272727,113.636363636364,Apr 2017
"287","banten","D",2017,5,403,7441860.46511628,7414695.087382,2901006.2159422,8415837064935.31,4166666.66666667,5333333.33333333,9500000,112.755461592671,May 2017
"288","banten","D",2017,6,221,7462686.56716418,7638446.66179019,2853939.31278838,8144969601079.04,4354014.59854015,5500000,9854014.59854015,113.071008593397,Jun 2017
"289","bengkulu","A",2016,1,25,4861111.11111111,5809245.15433687,2340361.50274743,5477291963542.21,2052631.57894737,4e+06,6052631.57894737,100,Jan 2016
"290","bengkulu","A",2016,2,49,4861111.11111111,4797940.16225865,1320610.3448894,1744011683028.9,2814888.88888889,3236111.11111111,6051000,100,Feb 2016
"291","bengkulu","A",2016,3,53,4861111.11111111,5157656.58446431,1851978.92081622,3429825923147.61,638888.888888889,4583333.33333333,5222222.22222222,100,Mar 2016
"292","bengkulu","A",2016,4,36,5131578.94736842,5490668.22147962,2276713.44245038,5183424099034.27,1579495.61403509,4395833.33333333,5975328.94736842,105.563909774436,Apr 2016
"293","bengkulu","A",2016,5,39,4605263.15789474,4820680.31508121,1220731.04808473,1490184291758.05,1631944.44444444,4045138.88888889,5677083.33333333,94.7368421052632,May 2016
"294","bengkulu","A",2016,6,45,4666666.66666667,5053150.93288777,1058116.24508812,1119609988119.37,1944444.44444444,4166666.66666667,6111111.11111111,96,Jun 2016
"295","bengkulu","A",2016,7,37,4605263.15789474,4903986.03490709,1352453.97878552,1829131764732.78,1900000,4e+06,5900000,94.7368421052632,Jul 2016
"296","bengkulu","A",2016,8,41,4166666.66666667,4710690.34374554,1964500.90375328,3859263800847.47,1569444.44444444,3222222.22222222,4791666.66666667,85.7142857142857,Aug 2016
"297","bengkulu","A",2016,9,44,5254166.66666667,5484306.49580916,2250823.89006995,5066208184109.62,2041666.66666667,4166666.66666667,6208333.33333333,108.085714285714,Sep 2016
"298","bengkulu","A",2016,10,35,4605263.15789474,5067424.81203008,1720781.89938727,2961090345258.86,2284722.22222222,3826388.88888889,6111111.11111111,94.7368421052632,Oct 2016
"299","bengkulu","A",2016,11,24,4605263.15789474,5392339.0289961,2653782.72214868,7042562736374.85,1634027.77777778,3845138.88888889,5479166.66666667,94.7368421052632,Nov 2016
"300","bengkulu","A",2016,12,25,5104166.66666667,5728495.62674253,2784156.85888628,7751529414883.5,1722222.22222222,4166666.66666667,5888888.88888889,105,Dec 2016
"301","bengkulu","A",2017,1,47,5263157.89473684,4964284.24785368,1190988.57693091,1418453790379.92,1727777.77777778,4166666.66666667,5894444.44444444,108.270676691729,Jan 2017
"302","bengkulu","A",2017,2,37,5416666.66666667,5167783.14028314,1497577.41463888,2242738112836.48,1813333.33333333,4166666.66666667,5980000,111.428571428571,Feb 2017
"303","bengkulu","A",2017,3,47,5526315.78947368,5639065.55343302,1713716.37884748,2936823827130.11,1483625.73099415,4605263.15789474,6088888.88888889,113.684210526316,Mar 2017
"304","bengkulu","A",2017,4,88,5555555.55555556,5948426.39077799,1993903.91525093,3975652823252.99,1499874.68671679,4633458.64661654,6133333.33333333,114.285714285714,Apr 2017
"305","bengkulu","A",2017,5,100,5642361.11111111,6725328.44944957,2891670.99267314,8361761129867.27,3110763.88888889,4861111.11111111,7971875,116.071428571429,May 2017
"306","bengkulu","A",2017,6,18,6024305.55555556,7647220.02704459,4020257.02506711,16162466547601.5,6488888.88888889,4736111.11111111,11225000,123.928571428571,Jun 2017
"307","bengkulu","B",2016,1,21,3645833.33333333,4473560.91879901,2173783.2423311,4725333584639.51,1516666.66666667,3400000,4916666.66666667,100,Jan 2016
"308","bengkulu","B",2016,2,37,5e+06,5005607.98602175,2094480.37254347,4386848030969.82,2964554.24274973,3157894.73684211,6122448.97959184,137.142857142857,Feb 2016
"309","bengkulu","B",2016,3,30,4439393.93939394,4679870.4181355,1621791.90652562,2630208988072.01,2898437.5,3156250,6054687.5,121.766233766234,Mar 2016
"310","bengkulu","B",2016,4,33,4142857.14285714,4400935.04834884,1513353.74370822,2290239553595.68,1055555.55555556,3611111.11111111,4666666.66666667,113.632653061224,Apr 2016
"311","bengkulu","B",2016,5,41,4666666.66666667,4838945.60887578,1869475.39329879,3494938246149.65,3125000,3125000,6250000,128,May 2016
"312","bengkulu","B",2016,6,27,5e+06,5038655.71053454,1328610.47219263,1765205786819.91,2083625.73099415,4055263.15789474,6138888.88888889,137.142857142857,Jun 2016
"313","bengkulu","B",2016,7,16,4457692.30769231,5061688.27087945,2418637.97325938,5849809645692.26,1789442.03944204,4040509.25925926,5829951.2987013,122.268131868132,Jul 2016
"314","bengkulu","B",2016,8,42,4005208.33333333,4429569.35821631,1858506.83334546,3454047649591.77,1159143.51851852,3513888.88888889,4673032.40740741,109.857142857143,Aug 2016
"315","bengkulu","B",2016,9,33,4687500,4961310.56653784,2334665.11109154,5450661180948.06,2409090.90909091,3500000,5909090.90909091,128.571428571429,Sep 2016
"316","bengkulu","B",2016,10,27,3490000,4097581.91579346,1477860.92386695,2184072910292.87,2658045.97701149,2758620.68965517,5416666.66666667,95.7257142857143,Oct 2016
"317","bengkulu","B",2016,11,37,5090909.09090909,5054244.95049108,1920425.62644094,3688034586691.09,1709401.70940171,3846153.84615385,5555555.55555556,139.636363636364,Nov 2016
"318","bengkulu","B",2016,12,20,4833333.33333333,5250202.75103381,1987762.23765152,3951198713433.38,1523551.91590164,4075833.33,5599385.24590164,132.571428571429,Dec 2016
"319","bengkulu","B",2017,1,41,4120000,4610743.70602167,2016640.9789257,4066840837882.39,2028571.42857143,3400000,5428571.42857143,113.005714285714,Jan 2017
"320","bengkulu","B",2017,2,31,5250000,4964825.90885817,1435330.16691385,2060172688052.94,2008089.13308913,3757936.50793651,5766025.64102564,144,Feb 2017
"321","bengkulu","B",2017,3,41,6e+06,6318056.97603756,2883326.24794871,8313570252109.97,3333333.33333333,4166666.66666667,7500000,164.571428571429,Mar 2017
"322","bengkulu","B",2017,4,51,6250000,6610736.53914598,2680799.55591848,7186686259012.73,2761904.76190476,5055555.55555556,7817460.31746032,171.428571428571,Apr 2017
"323","bengkulu","B",2017,5,53,6722222.22222222,6573075.66974332,2450489.0961052,6004896810130.5,3266666.66666667,4900000,8166666.66666667,184.380952380952,May 2017
"324","bengkulu","B",2017,6,22,7446428.57142857,7724580.82394817,2336909.61586404,5461146552717.8,3065765.25871927,6366477.27272727,9432242.53144654,204.244897959184,Jun 2017
"325","bengkulu","C",2016,1,36,3484848.48484848,4171924.80947123,1973704.10962557,3895507912352.88,2443614.71861472,2573051.94805195,5016666.66666667,100,Jan 2016
"326","bengkulu","C",2016,2,39,3181818.18181818,3890799.70328425,1913138.50490298,3660098938942.43,1874585.21695107,2655677.65567766,4530262.87262873,91.304347826087,Feb 2016
"327","bengkulu","C",2016,3,38,3474137.93103448,4398485.10204467,2479126.02469681,6146065846329.02,1709201.38888889,2665798.61111111,4375000,99.6926536731634,Mar 2016
"328","bengkulu","C",2016,4,22,4333333.33333333,5126913.10275777,2456983.59545699,6036768388344.74,3119454.49065702,3175000,6294454.49065702,124.347826086957,Apr 2016
"329","bengkulu","C",2016,5,21,3181818.18181818,3661097.23602289,1320626.30140787,1744053827970.23,1515151.51515151,2818181.81818182,4333333.33333333,91.304347826087,May 2016
"330","bengkulu","C",2016,6,14,3453304.59770115,4260430.9078893,1648448.42575338,2717382212368.8,2790667.66566767,2952922.07792208,5743589.74358974,99.0948275862069,Jun 2016
"331","bengkulu","C",2016,7,25,3103448.27586207,4079291.78861481,2275223.98706834,5176644191331.13,1666666.66666667,2777777.77777778,4444444.44444444,89.0554722638681,Jul 2016
"332","bengkulu","C",2016,8,36,3041666.66666667,3673594.14692789,1409802.40647916,1987542825314.43,1356060.60606061,2727272.72727273,4083333.33333333,87.2826086956522,Aug 2016
"333","bengkulu","C",2016,9,28,3543307.08661417,4570652.50633614,2966456.3311749,8799863164767.64,2102721.02677551,2805371.59676233,4908092.62353784,101.677507702841,Sep 2016
"334","bengkulu","C",2016,10,31,3904761.9047619,4134782.70196026,1157627.24799124,1340100845291.76,1579670.32967033,3301282.05128205,4880952.38095238,112.049689440994,Oct 2016
"335","bengkulu","C",2016,11,30,3750000,5229149.56992476,2927255.91241402,8568827176762.84,3269230.76923077,3269230.76923077,6538461.53846154,107.608695652174,Nov 2016
"336","bengkulu","C",2016,12,26,3301282.05128205,3954437.44949471,1708468.55699074,2918864810226.02,1267775.06201663,3065340.90909091,4333115.97110754,94.7324414715719,Dec 2016
"337","bengkulu","C",2017,1,24,3204545.45454545,3874610.69867253,2497790.67479187,6238958255077.24,1024064.17112299,2744318.18181818,3768382.35294118,91.9565217391304,Jan 2017
"338","bengkulu","C",2017,2,22,3282051.28205128,4713093.38619327,2837603.00721767,8051990826570.75,2071517.67151767,2880405.40540541,4951923.07692308,94.180602006689,Feb 2017
"339","bengkulu","C",2017,3,42,3235294.11764706,4389608.98997252,2449708.59735818,6001072211970.57,2447619.04761905,3016666.66666667,5464285.71428571,92.8388746803069,Mar 2017
"340","bengkulu","C",2017,4,63,5468750,5410039.59003672,2161068.05008275,4670215117088.48,3280769.23076923,3333333.33333333,6614102.56410256,156.929347826087,Apr 2017
"341","bengkulu","C",2017,5,33,5182926.82926829,5523889.34602994,2379732.66437763,5663127553905.86,3205128.20512821,3461538.46153846,6666666.66666667,148.727465535525,May 2017
"342","bengkulu","C",2017,6,23,4090909.09090909,4717906.13796398,1990832.44768922,3963413834772.23,2096475.22522523,3612274.77477477,5708750,117.391304347826,Jun 2017
"343","bengkulu","D",2016,1,8,3390151.51515152,4166667.87261343,1718857.64981743,2954471620335.91,1539772.72727273,3022727.27272727,4562500,100,Jan 2016
"344","bengkulu","D",2016,2,12,3776223.77622378,3897865.06370201,1242081.12530537,1542765521839.86,2197916.66666667,2802083.33333333,5e+06,111.388053287495,Feb 2016
"345","bengkulu","D",2016,3,15,3269230.76923077,3596673.99064659,1276492.54265356,1629433211450.16,1928449.32844933,2560439.56043956,4488888.88888889,96.4331757627847,Mar 2016
"346","bengkulu","D",2016,4,7,4800000,5161372.98577248,2031781.16398825,4128134698337.45,2779884.81528305,3650793.65079365,6430678.4660767,141.586592178771,Apr 2016
"347","bengkulu","D",2016,5,4,3916666.66666667,3819047.61904762,1463586.74761712,2142086167800.45,2335714.28571429,2700000,5035714.28571429,115.530726256983,May 2016
"348","bengkulu","D",2016,6,3,6250000,5264285.71428571,2520396.38929746,6352397959183.67,2371428.57142857,4325000,6696428.57142857,184.357541899441,Jun 2016
"349","bengkulu","D",2016,7,9,3631818.18181818,3659407.84388278,954532.44933168,911132196827.137,1399711.3997114,2727272.72727273,4126984.12698413,107.128491620112,Jul 2016
"350","bengkulu","D",2016,8,11,3750000,4153907.62610262,1345348.79901658,1809963391015.37,1728571.42857143,3271428.57142857,5e+06,110.614525139665,Aug 2016
"351","bengkulu","D",2016,9,5,2909090.90909091,2766613.50345561,245813.819315719,60424433766.581,423976.608187134,2500000,2923976.60818713,85.8100558659218,Sep 2016
"352","bengkulu","D",2016,10,6,4900000,4799382.71604938,2074085.20720116,4301829446730.68,1827777.77777778,3372222.22222222,5200000,144.536312849162,Oct 2016
"353","bengkulu","D",2016,11,3,3409090.90909091,3198556.76238655,774627.593926023,600047909271.619,752864.157119476,2874758.2205029,3627622.37762238,100.558659217877,Nov 2016
"354","bengkulu","D",2016,12,4,4185185.18518518,4767592.59259259,1948902.29734819,3798220164609.05,2019444.44444444,3466666.66666667,5486111.11111111,123.451272501552,Dec 2016
"355","bengkulu","D",2017,1,7,5600000,4815614.94113744,2021885.23103851,4088019887491.66,2534439.5280236,3175000,5709439.5280236,165.184357541899,Jan 2017
"356","bengkulu","D",2017,2,5,5600000,6148571.42857143,1495353.34708993,2236081632653.06,0,5600000,5600000,165.184357541899,Feb 2017
"357","bengkulu","D",2017,3,4,2450000,3873550.72463768,2925681.09179242,8559609850871.67,1556884.05797101,2383333.33333333,3940217.39130435,72.268156424581,Mar 2017
"358","bengkulu","D",2017,4,8,4395933.01435407,4799912.18576745,1485297.70001737,2206109257676.88,1175992.06349206,4026785.71428571,5202777.77777778,129.667744780947,Apr 2017
"359","bengkulu","D",2017,5,10,4763318.11263318,4723898.06874761,1266146.91413158,1603128008164.93,1140225.56390978,4107142.85714286,5247368.42105263,140.504578964822,May 2017
"360","bengkulu","D",2017,6,6,3888888.88888889,3762676.36684303,577011.420846128,332942179786.867,769841.26984127,3265873.01587302,4035714.28571429,114.711359404097,Jun 2017
"361","gorontalo","A",2016,1,1,7500000,7500000,NA,NA,0,7500000,7500000,100,Jan 2016
"362","gorontalo","A",2016,2,7,3888888.88888889,8013747.16553288,5440624.78175053,29600398015798,9119543.65079365,3849206.34920635,12968750,51.8518518518518,Feb 2016
"363","gorontalo","A",2016,3,2,7829861.11111111,7829861.11111111,4394865.06362472,19314838927469.1,3107638.88888889,6276041.66666667,9383680.55555556,104.398148148148,Mar 2016
"364","gorontalo","A",2016,4,2,5522222.22222222,5522222.22222222,2309882.15187606,5335555555555.56,1633333.33333333,4705555.55555556,6338888.88888889,73.6296296296296,Apr 2016
"365","gorontalo","A",2016,5,8,3531746.03174603,3776580.83160801,1256516.18597394,1578832925614.5,938254.830917875,2986111.11111111,3924365.94202899,47.0899470899471,May 2016
"366","gorontalo","A",2016,6,2,3308531.74603175,3308531.74603175,133284.016295084,17764628999.7481,94246.0317460322,3261408.73015873,3355654.76190476,44.1137566137566,Jun 2016
"367","gorontalo","A",2016,7,4,3273809.52380952,3348214.28571429,316373.387283769,100092120181.406,431547.619047619,3095238.0952381,3526785.71428571,43.6507936507937,Jul 2016
"368","gorontalo","A",2016,8,1,7083333.33333333,7083333.33333333,NA,NA,0,7083333.33333333,7083333.33333333,94.4444444444444,Aug 2016
"369","gorontalo","A",2016,9,1,2857142.85714286,2857142.85714286,NA,NA,0,2857142.85714286,2857142.85714286,38.0952380952381,Sep 2016
"370","gorontalo","A",2016,10,2,5236111.11111111,5236111.11111111,2494515.58918588,6222608024691.36,1763888.88888889,4354166.66666667,6118055.55555556,69.8148148148148,Oct 2016
"371","gorontalo","A",2016,12,4,7544654.68468468,7544654.68468468,3900564.58304407,15214404066497.7,6755976.03603604,4166666.66666667,10922642.7027027,100.595395795796,Dec 2016
"372","gorontalo","A",2017,1,8,4548611.11111111,5677083.33333333,2746036.40528552,7540715939153.44,2552083.33333333,3854166.66666667,6406250,60.6481481481482,Jan 2017
"373","gorontalo","A",2017,3,9,6175000,6921605.14382716,3281631.8549043,10769107631122.6,4200001.85,5300000,9500001.85,82.3333333333333,Mar 2017
"374","gorontalo","A",2017,4,25,9140000,9459520.77922078,2911916.76301214,8479259234711.1,3258928.57142857,7812500,11071428.5714286,121.866666666667,Apr 2017
"375","gorontalo","A",2017,5,7,9318181.81818182,8724978.35497835,1765577.57483268,3117264172752.05,2086666.66666667,7638888.88888889,9725555.55555556,124.242424242424,May 2017
"376","gorontalo","A",2017,6,6,9791666.66666667,10075676.6381766,2728776.40999648,7446220695753.28,1649305.55555556,9722222.22222222,11371527.7777778,130.555555555556,Jun 2017
"377","gorontalo","B",2016,1,5,3e+06,3730471.38047138,2218571.02991459,4922057414776.27,740740.740740741,2500000,3240740.74074074,100,Jan 2016
"378","gorontalo","B",2016,2,8,4639175.25773196,4805627.14776632,1574913.3096975,2480351933062.33,1416666.66666667,3791666.66666667,5208333.33333333,154.639175257732,Feb 2016
"379","gorontalo","B",2016,3,5,2987012.98701299,3297402.5974026,959547.697850043,920731784449.317,250000,2750000,3e+06,99.5670995670996,Mar 2016
"380","gorontalo","B",2016,4,5,4629629.62962963,6206661.85666186,3491038.68933972,12187351130466.8,6e+06,3500000,9500000,154.320987654321,Apr 2016
"381","gorontalo","B",2016,5,6,4541809.8510882,4759637.67523046,1066509.61180609,1137442752074.78,1350766.03665521,4027777.77777778,5378543.81443299,151.39366170294,May 2016
"382","gorontalo","B",2016,6,3,3246753.24675325,3216080.78824574,923348.947585949,852573279008.079,922966.781214204,2762265.51226551,3685232.29347972,108.225108225108,Jun 2016
"383","gorontalo","B",2016,7,2,2638888.88888889,2638888.88888889,196418.550329597,38580246913.5803,138888.888888889,2569444.44444444,2708333.33333333,87.962962962963,Jul 2016
"384","gorontalo","B",2016,8,6,3911855.67010309,4196313.00114548,1002583.29341543,1005173260235.72,996552.835051546,3550000,4546552.83505155,130.395189003436,Aug 2016
"385","gorontalo","B",2016,9,6,4146825.3968254,4515433.64043364,1434679.20005976,2058304407084.1,1712301.58730159,3555555.55555556,5267857.14285714,138.227513227513,Sep 2016
"386","gorontalo","B",2016,10,9,4210526.31578947,4359025.00379425,1404536.66775916,1972723251080,2316017.31601732,3333333.33333333,5649350.64935065,140.350877192982,Oct 2016
"387","gorontalo","B",2016,11,5,5e+06,4327792.20779221,1417780.25807203,2010100860178.78,2519480.51948052,3e+06,5519480.51948052,166.666666666667,Nov 2016
"388","gorontalo","B",2016,12,6,3093055.55555556,3448229.40287226,969953.222522457,940809253881.699,548472.222222222,2876527.77777778,3425000,103.101851851852,Dec 2016
"389","gorontalo","B",2017,1,3,5e+06,8041237.11340206,6042371.73117812,36510256137740.5,5438144.32989691,4561855.67010309,1e+07,166.666666666667,Jan 2017
"390","gorontalo","B",2017,2,6,3667763.15789474,5315528.28555315,3166737.06785926,10028223656953.9,4481938.68849793,3125000,7606938.68849793,122.258771929825,Feb 2017
"391","gorontalo","B",2017,3,9,3608247.42268041,3596058.08070268,1028606.45023504,1058031229465.14,936032.388663968,2894736.84210526,3830769.23076923,120.274914089347,Mar 2017
"392","gorontalo","B",2017,4,59,6583333.33333333,6962018.99869379,2598129.57062441,6750277265753,2916666.66666667,5250000,8166666.66666667,219.444444444444,Apr 2017
"393","gorontalo","B",2017,5,21,6083333.33333333,6581522.83316849,2572434.23067837,6617417871165.8,3904545.45454546,4550000,8454545.45454546,202.777777777778,May 2017
"394","gorontalo","B",2017,6,17,7142857.14285714,7589341.06354033,3568313.3636429,12732860261152.5,3191244.23963134,5357142.85714286,8548387.09677419,238.095238095238,Jun 2017
"395","gorontalo","C",2016,1,15,4e+06,5592929.32211589,3761545.43206153,14149224037463,3053059.7097494,3107654.57596489,6160714.28571429,100,Jan 2016
"396","gorontalo","C",2016,2,9,3846153.84615385,4308027.01980086,1551760.85667746,2407961756316.35,2392156.8627451,2941176.47058824,5333333.33333333,96.1538461538461,Feb 2016
"397","gorontalo","C",2016,3,6,3626818.3619177,4936162.6664899,3827388.89817247,14648905777853.8,1849635.29090915,2828366.44591611,4678001.73682527,90.6704590479425,Mar 2016
"398","gorontalo","C",2016,4,8,2676470.58823529,2837635.42954719,566614.7050146,321052223938.783,979192.427721839,2343409.58605665,3322602.01377848,66.9117647058824,Apr 2016
"399","gorontalo","C",2016,5,11,3571428.57142857,5117916.42679581,3080980.72298149,9492442215383.54,5143258.31664114,2580171.63504968,7723429.95169082,89.2857142857143,May 2016
"400","gorontalo","C",2016,6,7,5696202.53164557,6094509.56574933,3552812.72095397,12622478230172.4,6649769.7563874,2812500,9462269.7563874,142.405063291139,Jun 2016
"401","gorontalo","C",2016,7,5,2786885.24590164,3007773.87457715,900245.619196082,810442174881.738,810185.185185185,2314814.81481481,3125000,69.672131147541,Jul 2016
"402","gorontalo","C",2016,8,4,3189102.56410256,3110754.98575499,633212.514732782,400958088814.214,767450.142450142,2766203.7037037,3533653.84615385,79.7275641025641,Aug 2016
"403","gorontalo","C",2016,9,3,4444444.44444444,4427910.05291005,1294722.04242014,1676305167128.58,1294642.85714286,3784722.22222222,5079365.07936508,111.111111111111,Sep 2016
"404","gorontalo","C",2016,10,5,2522935.77981651,2816363.32842059,522654.061212919,273167267702.357,735294.117647059,2500000,3235294.11764706,63.0733944954128,Oct 2016
"405","gorontalo","C",2016,11,9,2500000,3220915.00824094,1619827.93186377,2623842528846.07,841269.841269841,2333333.33333333,3174603.17460317,62.5,Nov 2016
"406","gorontalo","C",2016,12,3,2522935.77981651,2758713.63600721,619550.968211293,383843402211.551,584935.897435898,2407301.22324159,2992237.12067749,63.0733944954128,Dec 2016
"407","gorontalo","C",2017,1,3,8928571.42857143,7928707.09537376,4688909.9129803,21985876172044.9,4608262.10826211,5874542.12454212,10482804.2328042,223.214285714286,Jan 2017
"408","gorontalo","C",2017,2,5,6388888.88888889,5788676.15587956,2269259.78398187,5149539967197.45,2142857.14285714,5e+06,7142857.14285714,159.722222222222,Feb 2017
"409","gorontalo","C",2017,3,12,3040000,3940034.08628409,2542131.70301239,6462433595460.69,718750,2843750,3562500,76,Mar 2017
"410","gorontalo","C",2017,4,26,5320135.74660634,5765818.9416381,2140474.77507902,4581632262749.59,2111904.76190476,4722916.66666667,6834821.42857143,133.003393665158,Apr 2017
"411","gorontalo","C",2017,5,12,3816287.87878788,5831786.22422225,3976118.08130689,15809514996495.6,6131307.58765692,2828883.49514563,8960191.08280255,95.407196969697,May 2017
"412","gorontalo","C",2017,6,8,5181061.62843005,5142162.1084964,1590227.39470707,2528823166876.84,1877604.16666667,4208333.33333333,6085937.5,129.526540710751,Jun 2017
"413","gorontalo","D",2016,1,7,2767527.67527675,3200929.85758428,1281492.16257633,1642222162744.57,617544.067901715,2532791.47982063,3150335.54772234,100,Jan 2016
"414","gorontalo","D",2016,2,9,3794642.85714286,4807417.5467754,2722673.22048817,7412949465563.42,2788027.8802788,2767527.67527675,5555555.55555556,137.113095238095,Feb 2016
"415","gorontalo","D",2016,3,5,3448275.86206897,4152474.4918884,1460993.82529212,2134502957541.7,757575.757575757,3409090.90909091,4166666.66666667,124.597701149425,Mar 2016
"416","gorontalo","D",2016,4,5,4e+06,4269647.1531676,1275786.71304402,1627631737179.66,1500000,3500000,5e+06,144.533333333333,Apr 2016
"417","gorontalo","D",2016,5,2,6125000,6125000,176776.695296637,3.125e+10,125000,6062500,6187500,221.316666666667,May 2016
"418","gorontalo","D",2016,6,4,4747023.80952381,4936093.33040866,1189930.32591762,1415934180538.41,1370123.60080827,4156496.7695621,5526620.37037037,171.525793650794,Jun 2016
"419","gorontalo","D",2016,7,2,2855603.44827586,2855603.44827586,380984.257104821,145149004161.712,269396.551724138,2720905.17241379,2990301.72413793,103.182471264368,Jul 2016
"420","gorontalo","D",2016,8,11,3500000,3989041.75269524,1148510.61447755,1319076631567.6,1057613.16872428,3500000,4557613.16872428,126.466666666667,Aug 2016
"421","gorontalo","D",2016,9,8,3344444.44444444,3769197.64125965,1645663.20766703,2708207393068.95,1157778.86497065,2744006.84931507,3901785.71428571,120.845925925926,Sep 2016
"422","gorontalo","D",2016,10,4,3200000,3117006.80272109,354701.296884098,125813010011.261,483673.469387755,2916666.66666667,3400340.13605442,115.626666666667,Oct 2016
"423","gorontalo","D",2016,11,6,3291666.66666667,3307539.68253968,802964.203259272,644751511715.797,1041666.66666667,2708333.33333333,3750000,118.938888888889,Nov 2016
"424","gorontalo","D",2016,12,6,3500000,3464601.0450964,710821.912435357,505267791198.258,244047.619047619,3255952.38095238,3500000,126.466666666667,Dec 2016
"425","gorontalo","D",2017,1,6,3208333.33333333,3167890.04029937,548702.136454988,301074034550.269,979166.666666667,2687500,3666666.66666667,115.927777777778,Jan 2017
"426","gorontalo","D",2017,2,5,3809523.80952381,3824282.92954609,379291.862245072,143862316765.335,185185.185185185,3703703.7037037,3888888.88888889,137.650793650794,Feb 2017
"427","gorontalo","D",2017,3,9,3333333.33333333,3493506.49350649,523400.911547023,273948514208.255,222222.222222222,3333333.33333333,3555555.55555556,120.444444444444,Mar 2017
"428","gorontalo","D",2017,4,6,3333333.33333333,3429769.39203354,421180.213104075,177392771910.394,0,3333333.33333333,3333333.33333333,120.444444444444,Apr 2017
"429","gorontalo","D",2017,5,2,4583333.33333333,4583333.33333333,1767766.95296637,3.125e+12,1250000,3958333.33333333,5208333.33333333,165.611111111111,May 2017
"430","gorontalo","D",2017,6,3,3603603.6036036,3883740.88374088,731857.254802156,535615041406.547,690476.19047619,3468468.46846847,4158944.65894466,130.21021021021,Jun 2017
"431","jakarta-dki","A",2016,1,2926,9125000,8921662.02354238,3269392.62867853,10688928160457.5,4970522.80311457,6279477.19688543,11250000,100,Jan 2016
"432","jakarta-dki","A",2016,2,4032,8933421.05263158,8659877.81329149,3143473.61448377,9881426364955.68,4814473.68421053,6325000,11139473.6842105,97.9005046863735,Feb 2016
"433","jakarta-dki","A",2016,3,3599,8684210.52631579,8574698.08523478,3024343.33553054,9146652611167.98,4616666.66666667,6166666.66666667,10783333.3333333,95.1694304253785,Mar 2016
"434","jakarta-dki","A",2016,4,3659,8555555.55555556,8314015.55566743,3139543.4369799,9856732992683.58,5070016.02564102,5600000,10670016.025641,93.7595129375951,Apr 2016
"435","jakarta-dki","A",2016,5,4277,8333333.33333333,8306476.59597904,3071367.71757688,9433299656573.39,5333333.33333333,5555555.55555556,10888888.8888889,91.324200913242,May 2016
"436","jakarta-dki","A",2016,6,2427,8506931.81818182,8501719.16116951,3331539.74633455,11099157081406.9,5665079.36507936,5357142.85714286,11022222.2222222,93.2266500622665,Jun 2016
"437","jakarta-dki","A",2016,7,2388,8666666.66666667,8382249.57754834,3010658.85012852,9064066711857.16,4930555.55555556,5625000,10555555.5555556,94.9771689497717,Jul 2016
"438","jakarta-dki","A",2016,8,4594,8666666.66666667,8637617.97881706,3135462.12643009,9831122746277.49,4984848.48484848,6015151.51515152,1.1e+07,94.9771689497717,Aug 2016
"439","jakarta-dki","A",2016,9,3558,9027777.77777778,8750088.22750976,2883202.55898865,8312856996158.73,4270833.33333333,6666666.66666667,10937500,98.9345509893455,Sep 2016
"440","jakarta-dki","A",2016,10,3803,8750000,8610632.96611341,3186793.69888427,10155654079248.5,4913043.47826087,6086956.52173913,1.1e+07,95.8904109589041,Oct 2016
"441","jakarta-dki","A",2016,11,3314,8316666.66666667,8320190.18062183,3132654.99545203,9813527320530.58,5078373.01587302,5699404.76190476,10777777.7777778,91.1415525114155,Nov 2016
"442","jakarta-dki","A",2016,12,2573,8285714.28571429,8293612.80059912,3200945.31904425,10246050935511.3,5416666.66666667,5555555.55555556,10972222.2222222,90.8023483365949,Dec 2016
"443","jakarta-dki","A",2017,1,3472,8750000,8564194.25209963,3300454.07799366,10892997120945,5384722.22222222,5698611.11111111,11083333.3333333,95.8904109589041,Jan 2017
"444","jakarta-dki","A",2017,2,1874,8644444.44444444,8781418.22333582,3264815.80128467,10659022216318,4911111.11111111,6200000,11111111.1111111,94.7336377473364,Feb 2017
"445","jakarta-dki","A",2017,3,1752,8444444.44444444,8592497.37104332,3377259.86715515,11405884210296.8,5341880.34188034,5769230.76923077,11111111.1111111,92.5418569254186,Mar 2017
"446","jakarta-dki","A",2017,4,1740,8888888.88888889,8917459.00659967,3382366.87255819,11440405660579.1,5972222.22222222,6111111.11111111,12083333.3333333,97.4124809741248,Apr 2017
"447","jakarta-dki","A",2017,5,1761,8703703.7037037,8895433.61298625,3524765.64594798,12423972858855.1,6370370.37037037,5851851.85185185,12222222.2222222,95.3830542871639,May 2017
"448","jakarta-dki","A",2017,6,831,8400000,8653703.79756698,3455640.51012427,11941451335212,5711827.95698925,5600000,11311827.9569892,92.0547945205479,Jun 2017
