"","province_code","house_cat","year","month","n","median","mean","stand_dev","variance","IQR","q25","q75","median_scaled","date"
"1184","kepulauan-riau","C",2016,9,322,6575000,7004949.22008984,3134724.0156134,9826494654063.38,4484241.45299145,4468750,8952991.45299145,114.347826086957,Sep 2016
"1185","kepulauan-riau","C",2016,10,397,6834532.37410072,7483587.46205435,3256579.46116166,10605309786860,5175000,4825000,1e+07,118.861432593056,Oct 2016
"1186","kepulauan-riau","C",2016,11,320,7e+06,7286637.21004116,3388914.88774289,11484744116365.4,4713659.50226244,4615384.61538462,9329044.11764706,121.739130434783,Nov 2016
"1187","kepulauan-riau","C",2016,12,196,7094576.71957672,7530044.89895745,3113194.81473927,9691981954519.47,4055617.5452097,5217391.30434783,9273008.84955752,123.38394294916,Dec 2016
"1188","kepulauan-riau","C",2017,1,289,7130434.7826087,7235884.23138927,3243333.0023057,10519208963845.3,4454545.45454545,4545454.54545455,9e+06,124.007561436673,Jan 2017
"1189","kepulauan-riau","C",2017,2,246,7316468.25396825,7461770.49188182,3168894.09155752,10041889763508.1,4785259.95575221,4937500,9722759.95575221,127.24292615597,Feb 2017
"1190","kepulauan-riau","C",2017,3,271,7400000,7599139.86048086,3308359.76393986,10945244327656.2,5007575.75757576,4770202.02020202,9777777.77777778,128.695652173913,Mar 2017
"1191","kepulauan-riau","C",2017,4,292,6570723.68421053,7128484.8492501,3423231.22075112,11718511990725.2,4950591.29031126,4344202.89855072,9294794.18886198,114.273455377574,Apr 2017
"1192","kepulauan-riau","C",2017,5,444,8785714.28571429,8874880.34470425,3685655.08261872,13584053388033.2,6833333.33333333,5666666.66666667,12500000,152.795031055901,May 2017
"1193","kepulauan-riau","C",2017,6,256,8006410.25641026,8445266.62135763,3526202.90530612,12434106929389.3,5123015.87301587,5988095.23809524,11111111.1111111,139.241917502787,Jun 2017
"1194","kepulauan-riau","D",2016,1,55,5207373.2718894,6262600.39335974,3001116.06288243,9006697622890.93,4031994.04761905,4171130.95238095,8203125,100,Jan 2016
"1195","kepulauan-riau","D",2016,2,61,5500000,6562753.89849766,2879527.58974426,8291679140098.37,3148041.47465438,4976958.52534562,8125000,105.619469026549,Feb 2016
"1196","kepulauan-riau","D",2016,3,62,5998023.71541502,6108773.10482256,2357496.80752316,5557791197481.9,3515400.84388186,4083333.33333333,7598734.17721519,115.183287278324,Mar 2016
"1197","kepulauan-riau","D",2016,4,95,4872881.3559322,5470329.87794874,2448942.75055752,5997320595508.21,2174773.37477337,3700000,5874773.37477337,93.5765711714414,Apr 2016
"1198","kepulauan-riau","D",2016,5,128,4872881.3559322,5230583.42503827,2063333.46220747,4257344976265.06,2379407.11462451,3756956.52173913,6136363.63636364,93.5765711714414,May 2016
"1199","kepulauan-riau","D",2016,6,103,5093750,5704857.30046841,2408813.78847167,5802383867531.24,3199494.94949495,3876262.62626263,7075757.57575758,97.8180309734513,Jun 2016
"1200","kepulauan-riau","D",2016,7,71,4529914.52991453,5239390.26104513,2685427.86893907,7211522839274.62,2407928.69875223,3502833.33333333,5910762.03208556,86.9903940700401,Jul 2016
"1201","kepulauan-riau","D",2016,8,107,5166666.66666667,5643852.03532191,2348583.79289451,5515845832246.77,2910714.28571429,4060439.56043956,6971153.84615385,99.2182890855457,Aug 2016
"1202","kepulauan-riau","D",2016,9,110,5291666.66666667,5698505.59535948,2514833.84320022,6324389258905.18,4144432.77310924,3382352.94117647,7526785.71428571,101.618731563422,Sep 2016
"1203","kepulauan-riau","D",2016,10,109,5961538.46153846,6316206.48292352,2579993.6405164,6656367185105.06,3743362.83185841,4e+06,7743362.83185841,114.482641252553,Oct 2016
"1204","kepulauan-riau","D",2016,11,57,5769230.76923077,6449559.44674398,2773248.65996475,7690908129996.27,3543478.26086957,4500000,8043478.26086957,110.789652825051,Nov 2016
"1205","kepulauan-riau","D",2016,12,55,5e+06,5414677.05762142,2371461.81419264,5623831136173.84,3670754.65876836,3537578.67456498,7208333.33333333,96.0176991150443,Dec 2016
"1206","kepulauan-riau","D",2017,1,79,5190311.41868512,5772882.86915065,2504603.13382889,6273036857985.51,3439991.41584849,3779306.82976555,7219298.24561404,99.6723520225373,Jan 2017
"1207","kepulauan-riau","D",2017,2,90,6400000,6548517.1877133,2819090.4470101,7947270948423.62,3982978.72340426,4483333.33333333,8466312.05673759,122.902654867257,Feb 2017
"1208","kepulauan-riau","D",2017,3,53,6666666.66666667,6538218.42278397,2387480.56123195,5700063430260.43,3547880.69073783,4615384.61538462,8163265.30612245,128.023598820059,Mar 2017
"1209","kepulauan-riau","D",2017,4,60,5732142.85714286,5934509.8915912,2433418.85961621,5921527346335.83,4078371.80426641,3602807.97101449,7681179.7752809,110.077433628319,Apr 2017
"1210","kepulauan-riau","D",2017,5,69,5500000,5961049.55704121,2668032.81495314,7118399101666.76,3306381.11888112,3966346.15384615,7272727.27272727,105.619469026549,May 2017
"1211","kepulauan-riau","D",2017,6,53,6444444.44444444,6683818.7768919,2319641.47382175,5380736567073.96,3324675.32467532,4857142.85714286,8181818.18181818,123.756145526057,Jun 2017
"1212","lampung","A",2016,1,3638,4583333.33333333,4695577.8631616,1360622.73078137,1851294215518.95,1427777.77777778,3683333.33333333,5111111.11111111,100,Jan 2016
"1213","lampung","A",2016,2,4894,5111111.11111111,5201869.40022422,1579611.70968365,2495173153369.69,2472222.22222222,3750000,6222222.22222222,111.515151515152,Feb 2016
"1214","lampung","A",2016,3,3380,5111111.11111111,5026265.52107842,1553099.91231877,2412119337644.56,2500000,3611111.11111111,6111111.11111111,111.515151515152,Mar 2016
"1215","lampung","A",2016,4,3422,5111111.11111111,4957612.78741806,1558446.75473959,2428756287358.35,2055555.55555556,3611111.11111111,5666666.66666667,111.515151515152,Apr 2016
"1216","lampung","A",2016,5,5438,4583333.33333333,4933326.47124905,1772520.17859602,3141827783530.06,2138888.88888889,3750000,5888888.88888889,100,May 2016
"1217","lampung","A",2016,6,3085,3777777.77777778,4701235.13912848,1703955.86540645,2903465591253.04,2194444.44444444,3472222.22222222,5666666.66666667,82.4242424242424,Jun 2016
"1218","lampung","A",2016,7,2474,5e+06,5112770.72388098,1805109.44813591,3258420119749.53,2444444.44444444,3666666.66666667,6111111.11111111,109.090909090909,Jul 2016
"1219","lampung","A",2016,8,4390,4523809.52380952,5091259.76404403,1780616.20323074,3170594063207.85,2750000,3472222.22222222,6222222.22222222,98.7012987012987,Aug 2016
"1220","lampung","A",2016,9,3678,4166666.66666667,4560811.54747077,1426028.95787146,2033558588687.96,1941520.46783626,3280701.75438596,5222222.22222222,90.9090909090909,Sep 2016
"1221","lampung","A",2016,10,5310,4166666.66666667,4716439.12536757,1464024.08580672,2143366523822.22,2250000,3416666.66666667,5666666.66666667,90.9090909090909,Oct 2016
"1222","lampung","A",2016,11,4455,4166666.66666667,4643298.44610049,1626548.00991926,2645658428572.3,2430555.55555556,3236111.11111111,5666666.66666667,90.9090909090909,Nov 2016
"1223","lampung","A",2016,12,2892,4166666.66666667,4886496.54530821,1734211.91879215,3007490979280.75,2283333.33333333,3416666.66666667,5700000,90.9090909090909,Dec 2016
"1224","lampung","A",2017,1,2430,4166666.66666667,4729064.06000245,1568049.41653361,2458778972691.38,2197619.04761905,3416666.66666667,5614285.71428571,90.9090909090909,Jan 2017
"1225","lampung","A",2017,2,2584,4166666.66666667,4675948.21590448,1605103.74326542,2576358026644.66,2283333.33333333,3416666.66666667,5700000,90.9090909090909,Feb 2017
"1226","lampung","A",2017,3,3223,4100000,4533051.0451006,1411326.93686166,1991843722711.32,2183333.33333333,3416666.66666667,5600000,89.4545454545455,Mar 2017
"1227","lampung","A",2017,4,2065,4100000,4644401.25316593,1653275.35694596,2733319405884.79,2277777.77777778,3416666.66666667,5694444.44444444,89.4545454545455,Apr 2017
"1228","lampung","A",2017,5,2237,4100000,4657209.67076043,1629839.37089946,2656376374933.96,2083333.33333333,3416666.66666667,5500000,89.4545454545455,May 2017
"1229","lampung","A",2017,6,1005,4166666.66666667,4754524.69737387,1659116.81019902,2752668589884.98,2250001.55555556,3416666.66666667,5666668.22222222,90.9090909090909,Jun 2017
"1230","lampung","B",2016,1,1025,5370370.37037037,5254390.50941134,1524035.3788892,2322683836105.95,2378787.87878788,4166666.66666667,6545454.54545455,100,Jan 2016
"1231","lampung","B",2016,2,1406,5370370.37037037,5239516.91150887,1748066.24951903,3055735612707.53,2331207.4829932,3976190.47619048,6307397.95918367,100,Feb 2016
"1232","lampung","B",2016,3,1108,5166666.66666667,5047166.94157972,1677889.78067991,2815314116110.07,1930059.52380952,3873511.9047619,5803571.42857143,96.2068965517241,Mar 2016
"1233","lampung","B",2016,4,1355,5370370.37037037,5535940.67978623,1868716.03772106,3492099629635.9,2666666.66666667,4166666.66666667,6833333.33333333,100,Apr 2016
"1234","lampung","B",2016,5,1382,5071428.57142857,4957591.52145025,1500997.23036694,2252992685569.23,2037037.03703704,3888888.88888889,5925925.92592593,94.4334975369458,May 2016
"1235","lampung","B",2016,6,1003,5147058.82352941,5179731.18893165,1548510.4514774,2397884618334.74,2369252.87356322,3916666.66666667,6285919.54022988,95.841784989858,Jun 2016
"1236","lampung","B",2016,7,1133,6355555.55555556,5801504.90637563,1673379.10773516,2800197638204.5,2208333.33333333,4666666.66666667,6875000,118.344827586207,Jul 2016
"1237","lampung","B",2016,8,1696,5833333.33333333,5459147.51169829,1631898.78401125,2663093641257.39,2276785.71428571,4285714.28571429,6562500,108.620689655172,Aug 2016
"1238","lampung","B",2016,9,1089,5555555.55555556,5355381.50227296,1646956.9242559,2712467110354.47,2188888.88888889,4166666.66666667,6355555.55555556,103.448275862069,Sep 2016
"1239","lampung","B",2016,10,1285,5329268.29268293,5215785.6892237,1663479.8634183,2767165255998.18,1756410.25641026,4076923.07692308,5833333.33333333,99.2346509671993,Oct 2016
"1240","lampung","B",2016,11,832,4458170.25440313,4940055.64286506,1687736.64948617,2848454998018.81,1733383.94062078,3939692.98245614,5673076.92307692,83.0142047371618,Nov 2016
"1241","lampung","B",2016,12,538,4545454.54545455,4883024.56155408,1816644.03470396,3300195548825.48,2415760.86956522,3584239.13043478,6e+06,84.6394984326019,Dec 2016
"1242","lampung","B",2017,1,1226,5779220.77922078,5539438.77142332,1594104.42380764,2541168914003.09,1970117.8496633,4511363.63181818,6481481.48148148,107.613076578594,Jan 2017
"1243","lampung","B",2017,2,1197,5363636.36363636,5223266.83335822,1530795.11952938,2343333697974.96,1575757.57575758,4333333.33333333,5909090.90909091,99.8746081504702,Feb 2017
"1244","lampung","B",2017,3,1568,5806451.61290323,5488968.81590294,1338460.24515575,1791475827862.4,1906158.35777126,4545454.54545455,6451612.90322581,108.120133481646,Mar 2017
"1245","lampung","B",2017,4,1283,5666666.66666667,5552886.33729341,1532837.72718107,2349591497869.62,1954545.45454545,4545454.54545455,6500000,105.51724137931,Apr 2017
"1246","lampung","B",2017,5,1206,5370370.37037037,5200963.817643,1594276.43623009,2541717355118.53,1924242.42424242,4166666.66666667,6090909.09090909,100,May 2017
"1247","lampung","B",2017,6,510,5e+06,5181759.48191597,1863455.36631112,3472465902233.71,1974400.8714597,4044117.64705882,6018518.51851852,93.1034482758621,Jun 2017
"1248","lampung","C",2016,1,520,5e+06,5055431.97370773,2113321.93277029,4466129591527.95,2257783.88278388,3575549.45054945,5833333.33333333,100,Jan 2016
"1249","lampung","C",2016,2,1012,6250000,5606810.49929171,1905851.60541978,3632270341881.17,1348039.21568627,4901960.78431373,6250000,125,Feb 2016
"1250","lampung","C",2016,3,702,5666666.66666667,5553818.60125301,1815227.60567462,3295051260403.2,1440527.06552707,4809472.93447293,6250000,113.333333333333,Mar 2016
"1251","lampung","C",2016,4,435,5e+06,5183978.74004688,2033068.03374426,4133365629832.74,2583333.33333333,3666666.66666667,6250000,100,Apr 2016
"1252","lampung","C",2016,5,463,5e+06,5184246.68456548,2258086.90252912,5098956459373.56,2916666.66666667,3333333.33333333,6250000,100,May 2016
"1253","lampung","C",2016,6,221,4e+06,4838353.35728872,2450025.2446095,6002623699223.84,2757575.75757576,3e+06,5757575.75757576,80,Jun 2016
"1254","lampung","C",2016,7,235,3958333.33333333,4572578.58663297,2025050.63101911,4100830058190.92,2561531.38740151,3073549.25775978,5635080.64516129,79.1666666666667,Jul 2016
"1255","lampung","C",2016,8,495,3576923.07692308,4383287.44198981,2027433.40035926,4110486192892.29,2284429.28039702,2961538.46153846,5245967.74193548,71.5384615384615,Aug 2016
"1256","lampung","C",2016,9,325,4100000,4661116.02542487,2236855.54012404,5003522707383.59,2329059.82905983,3055555.55555556,5384615.38461538,82,Sep 2016
"1257","lampung","C",2016,10,425,4166666.66666667,4679335.74888295,2289345.62799921,5241103404439.11,2144444.44444444,3055555.55555556,5200000,83.3333333333333,Oct 2016
"1258","lampung","C",2016,11,279,3833333.33333333,4643974.89423746,2337666.2212766,5464683362097.62,2851082.25108225,2915584.41558442,5766666.66666667,76.6666666666667,Nov 2016
"1259","lampung","C",2016,12,247,4257142.85714286,4955758.54422662,2690226.4271816,7237318229506.27,2475555.55555556,3080000,5555555.55555556,85.1428571428571,Dec 2016
"1260","lampung","C",2017,1,351,4428571.42857143,5039896.52487317,2628500.85236855,6909016730902.18,2877777.77777778,3122222.22222222,6e+06,88.5714285714286,Jan 2017
"1261","lampung","C",2017,2,381,4516129.03225806,5103463.79385172,2529225.74030335,6396982845413.04,2618879.0560472,3133333.33333333,5752212.38938053,90.3225806451613,Feb 2017
"1262","lampung","C",2017,3,396,4601666.66666667,4690240.87679618,1973953.33587785,3896491772223.29,2571428.57142857,3095238.0952381,5666666.66666667,92.0333333333333,Mar 2017
"1263","lampung","C",2017,4,307,4666666.66666667,5301889.79511543,2677630.10611929,7169702985196.42,2852964.74358974,3333333.33333333,6186298.07692308,93.3333333333333,Apr 2017
"1264","lampung","C",2017,5,407,4333333.33333333,4758532.98045509,2282626.73852948,5210384827449.74,2187169.31216931,3125000,5312169.31216931,86.6666666666667,May 2017
"1265","lampung","C",2017,6,193,4775000,5147754.34484628,2349403.39286263,5519696302394.45,2916666.66666667,3333333.33333333,6250000,95.5,Jun 2017
"1266","lampung","D",2016,1,153,3600000,4073245.10866156,1639117.94590197,2686707640577.9,2476190.47619048,2666666.66666667,5142857.14285714,100,Jan 2016
"1267","lampung","D",2016,2,177,3777777.77777778,4263855.85070708,1964109.03641514,3857724306927.63,2333333.33333333,2666666.66666667,5e+06,104.938271604938,Feb 2016
"1268","lampung","D",2016,3,169,4e+06,4472550.12695154,1875796.65583141,3518613094028.29,2500000,3e+06,5500000,111.111111111111,Mar 2016
"1269","lampung","D",2016,4,169,3750000,4349965.27171569,1946721.07274847,3789722935082.97,2490740.74074074,2833333.33333333,5324074.07407407,104.166666666667,Apr 2016
"1270","lampung","D",2016,5,203,3600000,4456544.76587899,2162273.70745902,4675427585968.59,2778409.09090909,2895833.33333333,5674242.42424242,100,May 2016
"1271","lampung","D",2016,6,106,4e+06,4397085.68342651,1753427.44187887,3074507793933.89,1931122.91390039,3169491.52542373,5100614.43932412,111.111111111111,Jun 2016
"1272","lampung","D",2016,7,124,4081730.76923077,4418804.27811789,1638537.57922514,2684805398532.99,2132257.54310345,3040156.25,5172413.79310345,113.38141025641,Jul 2016
"1273","lampung","D",2016,8,182,3580586.08058608,4355780.01488967,2031796.76385617,4128198089616.42,2593693.69369369,2808333.33333333,5402027.02702703,99.4607244607245,Aug 2016
"1274","lampung","D",2016,9,134,4050836.55083655,4560731.91702264,2020925.39207478,4084139440332.6,2472230.47223047,3e+06,5472230.47223047,112.523237523238,Sep 2016
"1275","lampung","D",2016,10,163,3928571.42857143,4438754.86458418,1879713.20724599,3533321741495,2337642.45014245,3054665.24216524,5392307.69230769,109.126984126984,Oct 2016
"1276","lampung","D",2016,11,137,3913043.47826087,4403251.82130952,1939015.8911844,3759782626265.63,2e+06,3e+06,5e+06,108.695652173913,Nov 2016
"1277","lampung","D",2016,12,119,3750000,4432306.24313394,1891031.99889181,3576002020832.74,2386666.66666667,2880000,5266666.66666667,104.166666666667,Dec 2016
"1278","lampung","D",2017,1,166,4e+06,4562624.56595921,1900079.79769947,3610303237625.64,2702380.95238095,3e+06,5702380.95238095,111.111111111111,Jan 2017
"1279","lampung","D",2017,2,141,4090909.09090909,4685626.39515456,2141109.7710747,4584351051791.57,2833333.33333333,3e+06,5833333.33333333,113.636363636364,Feb 2017
"1280","lampung","D",2017,3,153,4523809.52380952,4866633.5449304,1972498.39229403,3890749907602.54,2750000,3250000,6e+06,125.661375661376,Mar 2017
"1281","lampung","D",2017,4,124,4194444.44444444,4688366.94659384,1985240.86624267,3941181296999.96,2903384.27947598,3125000,6028384.27947598,116.512345679012,Apr 2017
"1282","lampung","D",2017,5,171,4047619.04761905,4281352.76589702,1494124.34899461,2232407570258.57,1692735.0442906,3111111.10955556,4803846.15384615,112.433862433862,May 2017
"1283","lampung","D",2017,6,129,3636363.63636364,4097519.48962449,1529194.99619683,2338437336393.42,2342857.14285714,2857142.85714286,5200000,101.010101010101,Jun 2017
"1284","maluku","A",2016,3,1,12222222.2222222,12222222.2222222,NA,NA,0,12222222.2222222,12222222.2222222,100,Mar 2016
"1285","maluku","A",2016,4,1,14333333.3333333,14333333.3333333,NA,NA,0,14333333.3333333,14333333.3333333,117.272727272727,Apr 2016
"1286","maluku","A",2016,5,1,7e+06,7e+06,NA,NA,0,7e+06,7e+06,57.2727272727273,May 2016
"1287","maluku","A",2016,8,1,12500000,12500000,NA,NA,0,12500000,12500000,102.272727272727,Aug 2016
"1288","maluku","A",2016,10,1,8611111.11111111,8611111.11111111,NA,NA,0,8611111.11111111,8611111.11111111,70.4545454545455,Oct 2016
"1289","maluku","A",2016,11,2,10637841.2936508,10637841.2936508,669304.594514221,447968640237.846,473269.817460319,10401206.3849206,10874476.202381,87.0368833116883,Nov 2016
"1290","maluku","A",2017,1,1,3333333.33333333,3333333.33333333,NA,NA,0,3333333.33333333,3333333.33333333,27.2727272727273,Jan 2017
"1291","maluku","A",2017,3,1,12222222.2222222,12222222.2222222,NA,NA,0,12222222.2222222,12222222.2222222,100,Mar 2017
"1292","maluku","A",2017,4,1,13750000,13750000,NA,NA,0,13750000,13750000,112.5,Apr 2017
"1293","maluku","A",2017,5,1,15520833.3333333,15520833.3333333,NA,NA,0,15520833.3333333,15520833.3333333,126.988636363636,May 2017
"1294","maluku","A",2017,6,2,11375000,11375000,883883.476483184,7.8125e+11,625000,11062500,11687500,93.0681818181818,Jun 2017
"1295","maluku","B",2016,2,1,2500000,2500000,NA,NA,0,2500000,2500000,100,Feb 2016
"1296","maluku","B",2016,3,4,5138888.88888889,4663299.66329966,1740428.00709531,3029089647881.74,2082281.14478115,3859953.7037037,5942234.84848485,205.555555555556,Mar 2016
"1297","maluku","B",2016,4,2,7555555.55555556,7555555.55555556,5028314.88843767,25283950617284,3555555.55555556,5777777.77777778,9333333.33333333,302.222222222222,Apr 2016
"1298","maluku","B",2016,5,1,12307692.3076923,12307692.3076923,NA,NA,0,12307692.3076923,12307692.3076923,492.307692307692,May 2016
"1299","maluku","B",2016,6,1,5882352.94117647,5882352.94117647,NA,NA,0,5882352.94117647,5882352.94117647,235.294117647059,Jun 2016
"1300","maluku","B",2016,7,1,5128205.12820513,5128205.12820513,NA,NA,0,5128205.12820513,5128205.12820513,205.128205128205,Jul 2016
"1301","maluku","B",2016,8,1,4750000,4750000,NA,NA,0,4750000,4750000,190,Aug 2016
"1302","maluku","B",2016,9,6,10972222.2222222,10309724.3170773,2342143.42131025,5485635805986.89,277777.777777778,10833333.3333333,11111111.1111111,438.888888888889,Sep 2016
"1303","maluku","B",2016,10,2,6335227.27272727,6335227.27272727,2531120.86447457,6406572830578.51,1789772.72727273,5440340.90909091,7230113.63636364,253.409090909091,Oct 2016
"1304","maluku","B",2016,12,2,11333333.3333333,11333333.3333333,1885618.08316413,3555555555555.55,1333333.33333333,10666666.6666667,1.2e+07,453.333333333333,Dec 2016
"1305","maluku","B",2017,1,3,4605263.15789474,5243221.69059011,1157158.84058465,1339016582343.2,1016746.41148325,4575358.85167464,5592105.26315789,184.210526315789,Jan 2017
"1306","maluku","B",2017,3,2,6250000,6250000,0,0,0,6250000,6250000,250,Mar 2017
"1307","maluku","B",2017,4,11,1e+07,8888456.69121643,2919311.72710434,8522380960008.92,4611111.11111111,6805555.55555556,11416666.6666667,400,Apr 2017
"1308","maluku","B",2017,5,9,9562500,9488544.63437797,3736268.4094406,13959701627383.8,5438034.18803419,7638888.88888889,13076923.0769231,382.5,May 2017
"1309","maluku","B",2017,6,4,6746794.87179487,8031517.09401709,3541408.82896909,12541576493900.2,3635149.57264957,5571581.1965812,9206730.76923077,269.871794871795,Jun 2017
"1310","maluku","C",2016,1,1,8823529.41176471,8823529.41176471,NA,NA,0,8823529.41176471,8823529.41176471,100,Jan 2016
"1311","maluku","C",2016,2,1,12500000,12500000,NA,NA,0,12500000,12500000,141.666666666667,Feb 2016
"1312","maluku","C",2016,3,2,6166666.66666667,6166666.66666667,1649915.82276861,2722222222222.22,1166666.66666667,5583333.33333333,6750000,69.8888888888889,Mar 2016
"1313","maluku","C",2016,4,2,4309523.80952381,4309523.80952381,505076.272276106,255102040816.327,357142.857142856,4130952.38095238,4488095.23809524,48.8412698412698,Apr 2016
"1314","maluku","C",2016,5,2,6076675.84940312,6076675.84940312,3093997.99114224,9572823569192.21,2187786.96051423,4982782.36914601,7170569.32966024,68.8689929599021,May 2016
"1315","maluku","C",2016,6,1,5555555.55555556,5555555.55555556,NA,NA,0,5555555.55555556,5555555.55555556,62.962962962963,Jun 2016
"1316","maluku","C",2016,8,2,9750000,9750000,3181980.51533946,1.0125e+13,2250000,8625000,10875000,110.5,Aug 2016
"1317","maluku","C",2016,9,3,3636363.63636364,6938616.93861694,5984020.92558817,35808506437877.1,5256410.25641026,3484848.48484848,8741258.74125874,41.2121212121212,Sep 2016
"1318","maluku","C",2016,10,2,10348557.6923077,10348557.6923077,7122061.08935489,50723754160503,5036057.69230769,7830528.84615385,12866586.5384615,117.283653846154,Oct 2016
"1319","maluku","C",2016,11,1,3750000,3750000,NA,NA,0,3750000,3750000,42.5,Nov 2016
"1320","maluku","C",2016,12,2,3237500,3237500,1042982.50225016,1087812500000,737500,2868750,3606250,36.6916666666667,Dec 2016
"1321","maluku","C",2017,1,2,7416666.66666667,7416666.66666667,4596194.07771256,2.1125e+13,3250000,5791666.66666667,9041666.66666667,84.0555555555555,Jan 2017
"1322","maluku","C",2017,2,1,14358974.3589744,14358974.3589744,NA,NA,0,14358974.3589744,14358974.3589744,162.735042735043,Feb 2017
"1323","maluku","C",2017,3,4,8281250,8917868.58974359,4230663.07474143,17898510051980.6,4980368.58974359,6109375,11089743.5897436,93.8541666666667,Mar 2017
"1324","maluku","C",2017,4,3,6490384.61538462,6028573.85614492,1342495.89579423,1802295230224.35,1281539.44426701,5503256.82382134,6784796.26808835,73.5576923076923,Apr 2017
"1325","maluku","C",2017,5,12,6566287.87878788,7048442.92662199,2455869.21129347,6031293582979.23,1157328.51490579,5926004.81842755,7083333.33333333,74.4179292929293,May 2017
"1326","maluku","C",2017,6,4,6604848.73601326,7920018.90582176,3902891.96450548,15232565686601.4,4039926.69695313,5242470.47244094,9282397.16939407,74.8549523414836,Jun 2017
"1327","maluku","D",2016,1,7,5625000,5045259.89883133,1416683.75149474,2006992851749.2,1354090.35409035,4645909.64590965,6e+06,100,Jan 2016
"1328","maluku","D",2016,2,1,4702970.2970297,4702970.2970297,NA,NA,0,4702970.2970297,4702970.2970297,83.6083608360836,Feb 2016
"1329","maluku","D",2016,3,1,5238095.23809524,5238095.23809524,NA,NA,0,5238095.23809524,5238095.23809524,93.1216931216931,Mar 2016
"1330","maluku","D",2016,4,2,3685897.43429487,3685897.43429487,679910.368791894,462278109590.73,480769.232371795,3445512.81810897,3926282.05048077,65.5270654985755,Apr 2016
"1331","maluku","D",2016,5,1,4207920.79207921,4207920.79207921,NA,NA,0,4207920.79207921,4207920.79207921,74.8074807480748,May 2016
"1332","maluku","D",2016,6,1,4207920.79207921,4207920.79207921,NA,NA,0,4207920.79207921,4207920.79207921,74.8074807480748,Jun 2016
"1333","maluku","D",2016,7,1,5e+06,5e+06,NA,NA,0,5e+06,5e+06,88.8888888888889,Jul 2016
"1334","maluku","D",2016,8,1,3865979.3814433,3865979.3814433,NA,NA,0,3865979.3814433,3865979.3814433,68.7285223367698,Aug 2016
"1335","maluku","D",2016,9,2,6328431.37254902,6328431.37254902,3528601.48650934,12451028450595.9,2495098.03921569,5080882.35294118,7575980.39215686,112.505446623094,Sep 2016
"1336","maluku","D",2016,10,5,3667481.66259169,5127411.02961152,2383201.31740097,5679648519261.7,2444987.77506112,3667481.66259169,6112469.43765281,65.19967400163,Oct 2016
"1337","maluku","D",2016,12,3,3178484.10757946,3551281.07171964,645703.282798223,416932729416.402,559195.446210269,3178484.10757946,3737679.55378973,56.506384134746,Dec 2016
"1338","maluku","D",2017,3,1,2689486.55256724,2689486.55256724,NA,NA,0,2689486.55256724,2689486.55256724,47.813094267862,Mar 2017
"1339","maluku","D",2017,4,2,3705629.02867304,3705629.02867304,1091268.98387942,1190867995177.22,771643.698599689,3319807.17937319,4091450.87797288,65.8778493986318,Apr 2017
"1340","maluku","D",2017,5,3,3666666.66666667,4013968.25396825,1133031.30562724,1283759939531.37,1092380.95238095,3380952.38095238,4473333.33333333,65.1851851851852,May 2017
"1341","maluku","D",2017,6,1,5e+06,5e+06,NA,NA,0,5e+06,5e+06,88.8888888888889,Jun 2017
"1342","maluku-utara","A",2016,2,1,3750000,3750000,NA,NA,0,3750000,3750000,100,Feb 2016
"1343","maluku-utara","A",2016,5,1,3645833.33333333,3645833.33333333,NA,NA,0,3645833.33333333,3645833.33333333,97.2222222222222,May 2016
"1344","maluku-utara","A",2016,6,1,8152173.91304348,8152173.91304348,NA,NA,0,8152173.91304348,8152173.91304348,217.391304347826,Jun 2016
"1345","maluku-utara","A",2016,8,3,7333333.33333333,7656084.65608466,916669.529760297,840283026790.964,873015.873015873,7138888.88888889,8011904.76190476,195.555555555556,Aug 2016
"1346","maluku-utara","A",2016,9,4,3708333.33333333,5723958.33333333,4031250,16250976562500,2015625,3708333.33333333,5723958.33333333,98.8888888888889,Sep 2016
"1347","maluku-utara","A",2016,10,1,3708333.33333333,3708333.33333333,NA,NA,0,3708333.33333333,3708333.33333333,98.8888888888889,Oct 2016
"1348","maluku-utara","A",2016,11,3,8888888.88888889,7556216.93121693,3541546.24608167,12542549813135.1,3348214.28571429,6215277.77777778,9563492.06349206,237.037037037037,Nov 2016
"1349","maluku-utara","A",2017,1,1,9722222.22222222,9722222.22222222,NA,NA,0,9722222.22222222,9722222.22222222,259.259259259259,Jan 2017
"1350","maluku-utara","A",2017,3,1,9888888.88888889,9888888.88888889,NA,NA,0,9888888.88888889,9888888.88888889,263.703703703704,Mar 2017
"1351","maluku-utara","A",2017,4,3,3854166.66666667,7127314.81481482,6052099.60209029,36627909593621.4,5347222.22222222,3635416.66666667,8982638.88888889,102.777777777778,Apr 2017
"1352","maluku-utara","A",2017,6,3,10416666.6666667,8731481.48148148,4231836.03344834,17908436213991.8,3972222.22222222,7166666.66666667,11138888.8888889,277.777777777778,Jun 2017
"1353","maluku-utara","B",2016,3,1,4285714.28571429,4285714.28571429,NA,NA,0,4285714.28571429,4285714.28571429,100,Mar 2016
"1354","maluku-utara","B",2016,5,1,4265625,4265625,NA,NA,0,4265625,4265625,99.53125,May 2016
"1355","maluku-utara","B",2016,6,3,5882352.94117647,5882352.94117647,0,0,0,5882352.94117647,5882352.94117647,137.254901960784,Jun 2016
